ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,"Image-URL-L"""""",,,,,,,,,,,,,,,,,,,,,",pdf_link
0671743058,Boy's Life,Robert McCammon,1992,Pocket,http://images.amazon.com/images/P/0671743058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671743058.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671743058.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=k2dbVCIeyZcC&hl=&source=gbs_api
0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,http://images.amazon.com/images/P/0743203631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743203631.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=wp-2BaWF1UUC&hl=&source=gbs_api
0966496027,"The Holy Man's War (The Mystic Isle Legends"","" Book 1)",Theodore J. Nottingham,2000,Nottingham Publishing,http://images.amazon.com/images/P/0966496027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0966496027.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0966496027.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ytBYOmBxUmQC&hl=&source=gbs_api
0966496019,"The Tribulation (The Messiah Chronicles"","" Book 2)",Theodore J. Nottingham,1999,Nottingham Publishing,http://images.amazon.com/images/P/0966496019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0966496019.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0966496019.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=83ttTxXrFOUC&hl=&source=gbs_api
1580060218,The Curse of Cain: The Untold Story of John Wilkes Booth,Theodore J. Nottingham,1997,Sovereign Publishing,http://images.amazon.com/images/P/1580060218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580060218.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1580060218.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=4vK_ClrSkwwC&hl=&source=gbs_api
0192839071,The Meditations of Marcus Aurelius Antoninus (Oxford World's Classics),Marcus Aurelius,1998,Oxford University Press,http://images.amazon.com/images/P/0192839071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192839071.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0192839071.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=aDubQFDT-RkC&hl=&source=gbs_api
0671750402,What Cops Know : What Cops Know,Connie Fletcher,1992,Pocket,http://images.amazon.com/images/P/0671750402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671750402.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671750402.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Vlcc-Ru-uaQC&hl=&source=gbs_api
0590431366,Missing Since Monday,Ann M. Martin,1995,Scholastic,http://images.amazon.com/images/P/0590431366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590431366.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0590431366.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=INkbxACKfyoC&hl=&source=gbs_api
0310254752,The Case for Easter: Journalist Investigates the Evidence for the Resurrection,Lee Strobel,2004,Zondervan Publishing Company,http://images.amazon.com/images/P/0310254752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310254752.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0310254752.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=S8_qUo8W3OcC&hl=&source=gbs_api
061812702X,Village School (Chronicles of Fairacre),Miss Read,2001,Mariner Books,http://images.amazon.com/images/P/061812702X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/061812702X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/061812702X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=M36ETzb_LbUC&hl=&source=gbs_api
0671042599,The Monster Book,Christopher Golden,2000,Simon Spotlight Entertainment,http://images.amazon.com/images/P/0671042599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042599.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671042599.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ah7QSsMKDZsC&hl=&source=gbs_api
0486227456,Illuminated Alphabet: Dover Coloring Book,T. Menten,1978,Dover Publications,http://images.amazon.com/images/P/0486227456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486227456.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486227456.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=kLu7P_c38M0C&hl=&source=gbs_api
1932173102,My Brother's Voice: How a Young Hungarian Boy Survived the Holocaust: A True Story,Stephen Nasser,2003,Stephens Press LLC,http://images.amazon.com/images/P/1932173102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1932173102.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1932173102.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=AVMoOmgrMMgC&hl=&source=gbs_api
0743428625,Celeste (Gemini),V.C. Andrews,2004,Pocket Star,http://images.amazon.com/images/P/0743428625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743428625.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743428625.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=oSLGoWc-DAkC&hl=&source=gbs_api
0689846223,Anne of Green Gables (Aladdin Classics),Lucy  Maud Montgomery,2001,Aladdin,http://images.amazon.com/images/P/0689846223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689846223.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689846223.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=eYDxGxyuaTgC&hl=&source=gbs_api
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=hiiTEAAAQBAJ&hl=&source=gbs_api
0740738089,Blueprint for Disaster: A Get Fuzzy Collection,Darby Conley,2003,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740738089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740738089.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0740738089.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=XmSqW8W2LXcC&hl=&source=gbs_api
0764226770,Coming Home,David Lewis,2004,Bethany House Publishers,http://images.amazon.com/images/P/0764226770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764226770.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0764226770.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=AH9zBQAAQBAJ&hl=&source=gbs_api
0671042513,The Last Chance Cafe : A Novel,Linda Lael Miller,2003,Pocket Star,http://images.amazon.com/images/P/0671042513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042513.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671042513.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Z2A0DwAAQBAJ&hl=&source=gbs_api
0963930400,Secrets to Running a Successful Business : How to Have Fun Getting More Business,Angelica Rose,1993,Jlr Pub,http://images.amazon.com/images/P/0963930400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963930400.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0963930400.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=T0ICQInbW2EC&hl=&source=gbs_api
0963930419,Living Life As You Always Dreamed,Angelica Rose,2002,JLR Publishing,http://images.amazon.com/images/P/0963930419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963930419.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0963930419.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=WEe1DwAAQBAJ&hl=&source=gbs_api
0684813440,Joshua In The Holy Land,Joseph Girzone,1995,Touchstone,http://images.amazon.com/images/P/0684813440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684813440.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684813440.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ralo3mOshmkC&hl=&source=gbs_api
0684813459,JOSHUA AND THE CHILDREN,Joseph Girzone,1995,Touchstone,http://images.amazon.com/images/P/0684813459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684813459.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684813459.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ZTAmaiZ8zL4C&hl=&source=gbs_api
0684813467,JOSHUA,Joseph Girzone,1995,Touchstone,http://images.amazon.com/images/P/0684813467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684813467.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684813467.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=NO27Dpc8bE8C&hl=&source=gbs_api
067188414X,"Foreign Foes (Star Trek The Next Generation"","" No 31)",Dave Galanter,1994,Star Trek,http://images.amazon.com/images/P/067188414X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067188414X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/067188414X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=KZKrub2cruwC&hl=&source=gbs_api
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,http://images.amazon.com/images/P/1558745157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1558745157.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Co2jAgAAQBAJ&hl=&source=gbs_api
0806943238,Two-In-One Crosswords: Hard And Easy Clues For Every Puzzle,J. Baxter Newgate,2000,Sterling Publishing,http://images.amazon.com/images/P/0806943238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806943238.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0806943238.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=a2eKY602FeQC&hl=&source=gbs_api
0738867543,Tripping the Ballerina,Paul Ware,2001,Xlibris Corporation,http://images.amazon.com/images/P/0738867543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0738867543.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0738867543.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=0P1zKcYayHIC&hl=&source=gbs_api
0849955815,God's Promises And Answers For Your Life,Nelson Word Publishing Group,1999,J Countryman Books,http://images.amazon.com/images/P/0849955815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849955815.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0849955815.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Q4fakXa8FRIC&hl=&source=gbs_api
0689303173,The Dark Is Rising (Dark is Rising (Hardcover)),Susan Cooper,1973,Margaret K. McElderry,http://images.amazon.com/images/P/0689303173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689303173.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689303173.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=EiqUckhKnE4C&hl=&source=gbs_api
1885211929,Sand in My Bra and Other Misadventures: Funny Women Write from the Road (Travelers' Tales),Jennifer Leo,2003,Travelers' Tales Guides,http://images.amazon.com/images/P/1885211929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1885211929.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1885211929.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=od0Gt9LGgDkC&hl=&source=gbs_api
0671017276,To Cheat Or Not To Cheat (FullHouseStephanie),Devra Newberger Speregen,1998,Simon Spotlight,http://images.amazon.com/images/P/0671017276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671017276.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671017276.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=gP4dX5sPCYsC&hl=&source=gbs_api
0836217799,Bring Me The Head Of Willy The Mailboy!,Scott Adams,1995,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836217799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836217799.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0836217799.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=gZjZKfBEtioC&hl=&source=gbs_api
059042243X,Anne of Green Gables,L.M. Montgomery,1989,Scholastic,http://images.amazon.com/images/P/059042243X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059042243X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/059042243X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=21PIIwJhq9IC&hl=&source=gbs_api
0671501283,Scuse Me While I Kiss This Guy,Gavin Edwards,1995,Fireside,http://images.amazon.com/images/P/0671501283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671501283.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671501283.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ugAOJ3XzLbsC&hl=&source=gbs_api
0515099546,The Cat Who Sniffed Glue,Lilian Jackson Braun,1996,Jove Books,http://images.amazon.com/images/P/0515099546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515099546.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0515099546.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=jCiTEAAAQBAJ&hl=&source=gbs_api
0671025384,Imzadi II: Triangle (Star Trek The Next Generation),Peter David,1999,Star Trek,http://images.amazon.com/images/P/0671025384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671025384.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671025384.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=5JvnPvSkUmUC&hl=&source=gbs_api
1853262544,Much Ado About Nothing (Wordsworth Collection),William Shakespeare,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853262544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853262544.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853262544.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=R3YtlswCJscC&hl=&source=gbs_api
1853260339,Adventures of Sherlock Holmes (Wordsworth Collection),"Arthur Conan"","" Sir Doyle",1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260339.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853260339.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=oqkC3PTplRsC&hl=&source=gbs_api
1853262773,Pair of Blue Eyes (Wordsworth Collection),Thomas Hardy,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853262773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853262773.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853262773.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=SWBEk3skBc8C&hl=&source=gbs_api
0684849690,The SECRET DIARY OF ANNE BOLEYN,Robin Maxwell,1998,Touchstone,http://images.amazon.com/images/P/0684849690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684849690.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684849690.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=DmY-lfd_sncC&hl=&source=gbs_api
0399527826,Strong Women Eat Well: Nutritional Strategies for a Healthy Body and Mind,"Miriam E."","" Phd Nelson",2002,Perigee Books,http://images.amazon.com/images/P/0399527826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399527826.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0399527826.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=jZfZZ8LuX9MC&hl=&source=gbs_api
0871132648,A Fairy Tale of New York,J.P. Donleavy,1989,Atlantic Monthly Press,http://images.amazon.com/images/P/0871132648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871132648.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0871132648.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=vrCya23Nk8AC&hl=&source=gbs_api
0671027581,Open Season,Linda Howard,2002,Pocket,http://images.amazon.com/images/P/0671027581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027581.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671027581.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ezNloRCx5VEC&hl=&source=gbs_api
0226244962,The Life of God: As Told by Himself,Franco Ferrucci,1997,University of Chicago Press,http://images.amazon.com/images/P/0226244962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226244962.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0226244962.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=RPglEAAAQBAJ&hl=&source=gbs_api
0195090616,Islam and the West,Bernard Lewis,1994,Oxford University Press,http://images.amazon.com/images/P/0195090616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195090616.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0195090616.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=yUWwl9cl6ogC&hl=&source=gbs_api
8807813025,"Novocento"","" Un Monologo",Alessandro Baricco,2003,Distribooks Inc,http://images.amazon.com/images/P/8807813025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807813025.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807813025.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=gNZzQIE3EUAC&hl=&source=gbs_api
0745312187,Sisterhoods: Across the Literature/Media Divide (Film/Fiction Volume 3),Deborah Cartmell,1998,Pluto Press (UK),http://images.amazon.com/images/P/0745312187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0745312187.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0745312187.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=MM7lkyefGisC&hl=&source=gbs_api
0671025325,Imzadi II Triangle (Star Trek The Next Generation),Peter David,1998,Star Trek,http://images.amazon.com/images/P/0671025325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671025325.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671025325.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=HrnvKk4mJSoC&hl=&source=gbs_api
0684859114,DAMASCUS GATE,Robert Stone,1999,Touchstone,http://images.amazon.com/images/P/0684859114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684859114.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684859114.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=gnURoL7brV8C&hl=&source=gbs_api
0156004801,All the King's Men (Harvest Book),Robert Penn Warren,1996,Harvest Books,http://images.amazon.com/images/P/0156004801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156004801.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0156004801.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=UXbYLVYR790C&hl=&source=gbs_api
0671047302,Venetian Dreaming,Paula Weideger,2003,Washington Square Press,http://images.amazon.com/images/P/0671047302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047302.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671047302.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=RCBCuMoK_l0C&hl=&source=gbs_api
0671640992,The Forest People (Touchstone Book),Colin Turnbull,1987,Touchstone,http://images.amazon.com/images/P/0671640992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671640992.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671640992.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=7FwphRaHnUQC&hl=&source=gbs_api
0671000314,FLOOD TIDE,Clive Cussler,1998,Pocket Books,http://images.amazon.com/images/P/0671000314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671000314.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671000314.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=fiFtsUmmNMoC&hl=&source=gbs_api
087113795X,Peace Like a River,Leif Enger,2001,Grove/Atlantic,http://images.amazon.com/images/P/087113795X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087113795X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/087113795X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=6vZaPZruwioC&hl=&source=gbs_api
0743431014,Songs of the Humpback Whale : A Novel in Five Voices,Jodi Picoult,2001,Washington Square Press,http://images.amazon.com/images/P/0743431014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743431014.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743431014.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=nOY7ISKV4wEC&hl=&source=gbs_api
0515124893,Homeport,Nora Roberts,1999,Jove Books,http://images.amazon.com/images/P/0515124893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124893.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0515124893.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=q5_gsrC_RTIC&hl=&source=gbs_api
0195130928,Between Dignity and Despair: Jewish Life in Nazi Germany (Studies in Jewish History),Marion A. Kaplan,1999,Oxford University Press,http://images.amazon.com/images/P/0195130928.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195130928.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0195130928.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=PCuUxc1TZ_QC&hl=&source=gbs_api
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515133973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=AOZFDwAAQBAJ&hl=&source=gbs_api
0671702513,The Prize,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/0671702513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671702513.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671702513.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=50pFQGfMhIoC&hl=&source=gbs_api
1853261912,Mrs. Dalloway (Wordsworth Collection),Virginia Woolf,1999,NTC/Contemporary Publishing,http://images.amazon.com/images/P/1853261912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853261912.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853261912.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=QEHI-uN0tmgC&hl=&source=gbs_api
0671003976,"SINGING LESSONS: A MEMOIR OF LOVE"", LOSS,"" HOPE AND HEALING (W/CD) : (W/O CD: 02745-X)",Judy Collins,1998,Atria,http://images.amazon.com/images/P/0671003976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003976.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671003976.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=KBIJPmrOwNMC&hl=&source=gbs_api
1932100024,"Taking the Red Pill: Science"","" Philosophy and Religion in The Matrix",Glenn Yeffeth,2003,Benbella Books,http://images.amazon.com/images/P/1932100024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1932100024.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1932100024.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=idvYAgAAQBAJ&hl=&source=gbs_api
0486272702,Great Ghost Stories (Dover Thrift Editions),John Grafton,1992,Dover Publications,http://images.amazon.com/images/P/0486272702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486272702.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486272702.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=cNBWDwAAQBAJ&hl=&source=gbs_api
1899293086,A Thing Apart,Andrew Parkin,2002,Matador,http://images.amazon.com/images/P/1899293086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1899293086.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1899293086.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=uyb_QsyLkekC&hl=&source=gbs_api
